类别,股票代码,日期,快线强弱,红柱数量,大陆代码
golden,002023,2019-07-29,down0,2,sz.002023
golden,002024,2019-07-30,down0,1,sz.002024
golden,002025,2019-07-29,up0,2,sz.002025
golden,002027,2019-07-30,down0,1,sz.002027
golden,002033,2019-07-30,down0,1,sz.002033
golden,002039,2019-07-23,down0,6,sz.002039
golden,002040,2019-07-26,down0,3,sz.002040
golden,002052,2019-07-24,down0,5,sz.002052
golden,002055,2019-07-30,down0,1,sz.002055
golden,002058,2019-07-30,up0,1,sz.002058
golden,002061,2019-07-29,down0,2,sz.002061
golden,002063,2019-07-23,down0,6,sz.002063
golden,002064,2019-06-25,down0,26,sz.002064
golden,002065,2019-07-25,down0,4,sz.002065
golden,002067,2019-07-30,down0,1,sz.002067
golden,002071,2019-07-25,down0,4,sz.002071
golden,002073,2019-07-30,up0,1,sz.002073
golden,002074,2019-07-26,down0,3,sz.002074
golden,002078,2019-07-29,up0,2,sz.002078
golden,002081,2019-07-23,up0,6,sz.002081
golden,002093,2019-07-26,down0,3,sz.002093
golden,002097,2019-07-30,down0,1,sz.002097
golden,002098,2019-07-25,down0,4,sz.002098
golden,002103,2019-07-30,down0,1,sz.002103
golden,002107,2019-07-29,down0,2,sz.002107
golden,002113,2019-07-25,down0,4,sz.002113
golden,002115,2019-07-29,down0,2,sz.002115
golden,002117,2019-07-25,down0,4,sz.002117
golden,002119,2019-07-17,down0,10,sz.002119
golden,002123,2019-07-29,up0,2,sz.002123
golden,002126,2019-07-29,down0,2,sz.002126
golden,002128,2019-07-25,down0,4,sz.002128
golden,002131,2019-07-26,down0,3,sz.002131
golden,002132,2019-07-29,down0,2,sz.002132
golden,002134,2019-07-26,down0,3,sz.002134
golden,002135,2019-07-24,down0,5,sz.002135
golden,002137,2019-07-26,down0,3,sz.002137
golden,002138,2019-07-24,up0,5,sz.002138
golden,002139,2019-07-26,up0,3,sz.002139
golden,002141,2019-07-24,down0,5,sz.002141
golden,002144,2019-07-30,down0,1,sz.002144
golden,002147,2019-06-18,down0,31,sz.002147
golden,002152,2019-07-25,down0,4,sz.002152
golden,002156,2019-07-24,down0,5,sz.002156
golden,002159,2019-07-25,down0,4,sz.002159
golden,002161,2019-07-25,down0,4,sz.002161
golden,002166,2019-07-26,down0,3,sz.002166
golden,002171,2019-07-29,down0,2,sz.002171
golden,002173,2019-07-30,down0,1,sz.002173
golden,002179,2019-07-25,up0,4,sz.002179
golden,002181,2019-07-30,down0,1,sz.002181
golden,002182,2019-07-11,up0,14,sz.002182
golden,002183,2019-07-26,down0,3,sz.002183
golden,002189,2019-07-26,down0,3,sz.002189
golden,002191,2019-07-29,down0,2,sz.002191
golden,002196,2019-07-29,down0,2,sz.002196
golden,002201,2019-07-18,down0,9,sz.002201
golden,002203,2019-07-29,down0,2,sz.002203
golden,002209,2019-07-30,down0,1,sz.002209
golden,002213,2019-07-29,down0,2,sz.002213
golden,002215,2019-07-26,down0,3,sz.002215
golden,002216,2019-07-26,up0,3,sz.002216
golden,002217,2019-07-25,down0,4,sz.002217
golden,002220,2019-07-24,down0,5,sz.002220
golden,002222,2019-07-24,down0,5,sz.002222
golden,002231,2019-07-25,down0,4,sz.002231
golden,002232,2019-07-25,down0,4,sz.002232
golden,002234,2019-07-29,up0,2,sz.002234
golden,002235,2019-07-29,down0,2,sz.002235
golden,002238,2019-07-30,down0,1,sz.002238
golden,002239,2019-07-26,down0,3,sz.002239
golden,002242,2019-07-29,down0,2,sz.002242
golden,002245,2019-07-30,down0,1,sz.002245
golden,002249,2019-07-26,down0,3,sz.002249
golden,002252,2019-07-30,down0,1,sz.002252
golden,002253,2019-07-26,down0,3,sz.002253
golden,002255,2019-07-26,down0,3,sz.002255
golden,002264,2019-07-26,down0,3,sz.002264
golden,002266,2019-07-30,down0,1,sz.002266
golden,002267,2019-07-29,down0,2,sz.002267
golden,002271,2019-07-29,up0,2,sz.002271
golden,002273,2019-06-11,down0,36,sz.002273
golden,002275,2019-07-29,up0,2,sz.002275
golden,002280,2019-07-24,down0,5,sz.002280
golden,002281,2019-07-25,down0,4,sz.002281
golden,002283,2019-07-30,down0,1,sz.002283
golden,002285,2019-07-30,down0,1,sz.002285
golden,002286,2019-07-29,down0,2,sz.002286
golden,002289,2019-07-26,down0,3,sz.002289
golden,002292,2019-07-30,down0,1,sz.002292
golden,002297,2019-07-29,down0,2,sz.002297
golden,002299,2019-07-29,up0,2,sz.002299
golden,002302,2019-07-16,down0,11,sz.002302
golden,002307,2019-07-29,down0,2,sz.002307
golden,002308,2019-07-30,down0,1,sz.002308
golden,002310,2019-07-30,down0,1,sz.002310
golden,002311,2019-07-24,down0,5,sz.002311
golden,002313,2019-07-26,down0,3,sz.002313
golden,002316,2019-07-24,down0,5,sz.002316
golden,002317,2019-07-30,down0,1,sz.002317
golden,002322,2019-07-25,down0,4,sz.002322
golden,002323,2019-05-06,down0,0,sz.002323
golden,002325,2019-07-29,down0,2,sz.002325
golden,002335,2019-07-23,down0,6,sz.002335
golden,002337,2019-07-30,down0,1,sz.002337
golden,002341,2019-07-16,down0,11,sz.002341
golden,002343,2019-07-16,down0,11,sz.002343
golden,002344,2019-07-30,down0,1,sz.002344
golden,002345,2019-07-30,down0,1,sz.002345
golden,002346,2019-07-29,down0,2,sz.002346
golden,002354,2019-07-30,down0,1,sz.002354
golden,002358,2019-07-30,down0,1,sz.002358
golden,002361,2019-07-25,up0,4,sz.002361
golden,002363,2019-07-29,down0,2,sz.002363
golden,002366,2019-07-25,down0,4,sz.002366
golden,002368,2019-07-25,down0,4,sz.002368
golden,002369,2019-07-30,down0,1,sz.002369
golden,002370,2019-07-29,down0,2,sz.002370
golden,002376,2019-07-24,down0,5,sz.002376
golden,002377,2019-07-30,down0,1,sz.002377
golden,002379,2019-07-29,up0,2,sz.002379
golden,002380,2019-07-29,down0,2,sz.002380
golden,002387,2019-07-29,up0,2,sz.002387
golden,002389,2019-07-29,down0,2,sz.002389
golden,002394,2019-07-30,down0,1,sz.002394
golden,002399,2019-07-26,down0,3,sz.002399
golden,002400,2019-07-29,down0,2,sz.002400
golden,002402,2019-07-25,down0,4,sz.002402
golden,002405,2019-07-29,down0,2,sz.002405
golden,002417,2019-07-23,down0,6,sz.002417
golden,002421,2019-07-30,down0,1,sz.002421
golden,002423,2019-07-26,down0,3,sz.002423
golden,002424,2019-07-30,down0,1,sz.002424
golden,002425,2019-07-29,down0,2,sz.002425
golden,002427,2019-07-26,down0,3,sz.002427
golden,002430,2019-07-29,down0,2,sz.002430
golden,002438,2019-07-30,down0,1,sz.002438
golden,002441,2019-07-25,up0,4,sz.002441
golden,002443,2019-07-30,up0,1,sz.002443
golden,002445,2019-07-26,down0,3,sz.002445
golden,002446,2019-07-26,down0,3,sz.002446
golden,002451,2019-07-30,down0,1,sz.002451
golden,002452,2019-07-15,down0,12,sz.002452
golden,002456,2019-07-25,down0,4,sz.002456
golden,002458,2019-06-21,down0,28,sz.002458
golden,002465,2019-07-26,down0,3,sz.002465
golden,002467,2019-07-30,down0,1,sz.002467
golden,002470,2019-07-30,down0,1,sz.002470
golden,002471,2019-07-24,down0,5,sz.002471
golden,002480,2019-07-29,down0,2,sz.002480
golden,002481,2019-07-29,down0,2,sz.002481
golden,002484,2019-07-24,down0,5,sz.002484
golden,002485,2019-07-30,down0,1,sz.002485
golden,002486,2019-07-30,down0,1,sz.002486
golden,002503,2019-07-30,down0,1,sz.002503
golden,002504,2019-07-26,down0,3,sz.002504
golden,002505,2019-07-18,down0,9,sz.002505
golden,002506,2019-07-30,up0,1,sz.002506
golden,002507,2019-07-30,down0,1,sz.002507
golden,002509,2019-07-30,down0,1,sz.002509
golden,002515,2019-07-29,down0,2,sz.002515
golden,002517,2019-07-26,down0,3,sz.002517
golden,002519,2019-07-24,down0,5,sz.002519
golden,002520,2019-07-30,down0,1,sz.002520
golden,002521,2019-07-16,down0,11,sz.002521
golden,002524,2019-07-30,down0,1,sz.002524
golden,002528,2019-07-29,down0,2,sz.002528
golden,002530,2019-07-30,down0,1,sz.002530
golden,002532,2019-07-29,down0,2,sz.002532
golden,002535,2019-07-29,down0,2,sz.002535
golden,002536,2019-07-29,down0,2,sz.002536
golden,002537,2019-07-30,down0,1,sz.002537
golden,002542,2019-07-29,down0,2,sz.002542
golden,002544,2019-07-29,down0,2,sz.002544
golden,002547,2019-07-29,down0,2,sz.002547
golden,002555,2019-07-30,up0,1,sz.002555
golden,002557,2019-07-25,up0,4,sz.002557
golden,002559,2019-07-24,down0,5,sz.002559
golden,002560,2019-07-30,down0,1,sz.002560
golden,002562,2019-07-30,up0,1,sz.002562
golden,002563,2019-07-29,up0,2,sz.002563
golden,002565,2019-07-26,down0,3,sz.002565
golden,002568,2019-07-26,up0,3,sz.002568
golden,002572,2019-07-25,down0,4,sz.002572
golden,002575,2019-07-26,down0,3,sz.002575
golden,002576,2019-07-30,down0,1,sz.002576
golden,002577,2019-07-30,down0,1,sz.002577
golden,002579,2019-07-25,up0,4,sz.002579
golden,002580,2019-07-26,down0,3,sz.002580
golden,002582,2019-07-30,up0,1,sz.002582
golden,002583,2019-07-16,down0,11,sz.002583
golden,002586,2019-07-26,down0,3,sz.002586
golden,002587,2019-07-30,up0,1,sz.002587
golden,002592,2019-07-30,down0,1,sz.002592
golden,002595,2019-07-30,down0,1,sz.002595
golden,002600,2019-07-30,down0,1,sz.002600
golden,002606,2019-07-26,down0,3,sz.002606
golden,002609,2019-07-29,up0,2,sz.002609
golden,002615,2019-07-24,up0,5,sz.002615
golden,002618,2019-07-26,down0,3,sz.002618
golden,002620,2019-07-30,down0,1,sz.002620
golden,002621,2019-07-29,up0,2,sz.002621
golden,002624,2019-07-26,down0,3,sz.002624
golden,002626,2019-07-30,up0,1,sz.002626
golden,002628,2019-07-26,down0,3,sz.002628
golden,002629,2019-07-24,down0,5,sz.002629
golden,002631,2019-07-30,down0,1,sz.002631
golden,002634,2019-07-25,down0,4,sz.002634
golden,002636,2019-07-26,down0,3,sz.002636
golden,002638,2019-07-29,down0,2,sz.002638
golden,002641,2019-07-25,up0,4,sz.002641
golden,002644,2019-07-26,down0,3,sz.002644
golden,002649,2019-07-30,down0,1,sz.002649
golden,002654,2019-07-26,down0,3,sz.002654
golden,002656,2019-07-25,down0,4,sz.002656
golden,002657,2019-07-30,down0,1,sz.002657
golden,002659,2019-07-30,down0,1,sz.002659
golden,002663,2019-07-30,down0,1,sz.002663
golden,002664,2019-07-23,down0,6,sz.002664
golden,002666,2019-07-30,down0,1,sz.002666
golden,002667,2019-07-26,down0,3,sz.002667
golden,002669,2019-07-26,up0,3,sz.002669
golden,002671,2019-07-29,down0,2,sz.002671
golden,002675,2019-07-30,up0,1,sz.002675
golden,002676,2019-07-26,down0,3,sz.002676
golden,002677,2019-07-24,down0,5,sz.002677
golden,002678,2019-07-26,down0,3,sz.002678
golden,002679,2019-06-26,down0,25,sz.002679
golden,002681,2019-07-26,down0,3,sz.002681
golden,002699,2019-07-30,down0,1,sz.002699
golden,002713,2019-07-30,down0,1,sz.002713
golden,002714,2019-07-05,down0,18,sz.002714
golden,002721,2019-07-30,down0,1,sz.002721
golden,002722,2019-07-26,down0,3,sz.002722
golden,002723,2019-07-29,down0,2,sz.002723
golden,002725,2019-07-24,down0,5,sz.002725
golden,002729,2019-07-26,down0,3,sz.002729
golden,002740,2019-07-24,down0,5,sz.002740
golden,002746,2019-07-25,down0,4,sz.002746
golden,002747,2019-07-19,down0,8,sz.002747
golden,002748,2019-07-25,down0,4,sz.002748
golden,002750,2019-07-26,down0,3,sz.002750
golden,002751,2019-07-26,down0,3,sz.002751
golden,002755,2019-07-26,down0,3,sz.002755
golden,002756,2019-07-29,down0,2,sz.002756
golden,002757,2019-07-03,down0,20,sz.002757
golden,002758,2019-07-29,down0,2,sz.002758
golden,002761,2019-07-29,down0,2,sz.002761
golden,002762,2019-07-29,down0,2,sz.002762
golden,002763,2019-07-26,down0,3,sz.002763
golden,002767,2019-07-01,down0,22,sz.002767
golden,002771,2019-07-30,down0,1,sz.002771
golden,002773,2019-07-23,down0,6,sz.002773
golden,002778,2019-07-30,down0,1,sz.002778
golden,002785,2019-07-24,down0,5,sz.002785
golden,002786,2019-07-30,down0,1,sz.002786
golden,002790,2019-07-30,down0,1,sz.002790
golden,002792,2019-07-25,up0,4,sz.002792
golden,002795,2019-07-30,down0,1,sz.002795
golden,002796,2019-07-26,up0,3,sz.002796
golden,002798,2019-07-30,up0,1,sz.002798
golden,002800,2019-07-25,up0,4,sz.002800
golden,002801,2019-07-30,up0,1,sz.002801
golden,002803,2019-07-30,down0,1,sz.002803
golden,002807,2019-07-26,down0,3,sz.002807
golden,002808,2019-07-25,down0,4,sz.002808
golden,002811,2019-07-26,down0,3,sz.002811
golden,002812,2019-07-03,down0,20,sz.002812
golden,002815,2019-07-25,down0,4,sz.002815
golden,002823,2019-07-26,down0,3,sz.002823
golden,002825,2019-07-24,down0,5,sz.002825
golden,002827,2019-07-26,down0,3,sz.002827
golden,002829,2019-07-24,down0,5,sz.002829
golden,002831,2019-07-30,down0,1,sz.002831
golden,002837,2019-07-25,down0,4,sz.002837
golden,002843,2019-07-24,down0,5,sz.002843
golden,002846,2019-07-26,up0,3,sz.002846
golden,002848,2019-07-30,down0,1,sz.002848
golden,002851,2019-07-25,up0,4,sz.002851
golden,002852,2019-07-30,down0,1,sz.002852
golden,002855,2019-07-25,down0,4,sz.002855
golden,002857,2019-07-23,up0,6,sz.002857
golden,002858,2019-07-29,up0,2,sz.002858
golden,002859,2019-07-25,down0,4,sz.002859
golden,002866,2019-07-24,down0,5,sz.002866
golden,002867,2019-07-25,up0,4,sz.002867
golden,002868,2019-07-23,up0,6,sz.002868
golden,002872,2019-07-26,down0,3,sz.002872
golden,002877,2019-07-29,down0,2,sz.002877
golden,002881,2019-07-25,up0,4,sz.002881
golden,002882,2019-07-26,down0,3,sz.002882
golden,002883,2019-07-30,down0,1,sz.002883
golden,002884,2019-07-25,down0,4,sz.002884
golden,002885,2019-07-30,down0,1,sz.002885
golden,002897,2019-07-29,down0,2,sz.002897
golden,002902,2019-07-24,up0,5,sz.002902
golden,002903,2019-07-25,down0,4,sz.002903
golden,002905,2019-07-03,down0,20,sz.002905
golden,002906,2019-07-26,down0,3,sz.002906
golden,002911,2019-07-30,down0,1,sz.002911
golden,002912,2019-07-16,up0,11,sz.002912
golden,002913,2019-07-25,up0,4,sz.002913
golden,002917,2019-07-30,down0,1,sz.002917
golden,002920,2019-07-30,up0,1,sz.002920
golden,002922,2019-07-29,down0,2,sz.002922
golden,002923,2019-07-26,down0,3,sz.002923
golden,002925,2019-07-25,down0,4,sz.002925
golden,002927,2019-07-30,down0,1,sz.002927
golden,002929,2019-07-30,down0,1,sz.002929
golden,002930,2019-07-30,down0,1,sz.002930
golden,002932,2019-07-29,down0,2,sz.002932
golden,002933,2019-07-30,up0,1,sz.002933
golden,002943,2019-07-29,down0,2,sz.002943
golden,300002,2019-07-30,down0,1,sz.300002
golden,300004,2019-07-30,up0,1,sz.300004
golden,300005,2019-07-29,up0,2,sz.300005
golden,300017,2019-07-26,down0,3,sz.300017
golden,300024,2019-07-25,up0,4,sz.300024
golden,300027,2019-07-24,down0,5,sz.300027
golden,300031,2019-07-26,down0,3,sz.300031
golden,300034,2019-07-24,up0,5,sz.300034
golden,300035,2019-07-26,down0,3,sz.300035
golden,300038,2019-07-30,down0,1,sz.300038
golden,300041,2019-07-25,up0,4,sz.300041
golden,300045,2019-07-24,down0,5,sz.300045
golden,300047,2019-07-25,down0,4,sz.300047
golden,300050,2019-07-30,down0,1,sz.300050
golden,300051,2019-07-30,down0,1,sz.300051
golden,300052,2019-07-30,down0,1,sz.300052
golden,300064,2019-07-29,down0,2,sz.300064
golden,300068,2019-07-30,down0,1,sz.300068
golden,300077,2019-07-29,down0,2,sz.300077
golden,300081,2019-07-30,down0,1,sz.300081
golden,300082,2019-07-29,down0,2,sz.300082
golden,300083,2019-07-26,down0,3,sz.300083
golden,300086,2019-07-29,down0,2,sz.300086
golden,300091,2019-07-30,down0,1,sz.300091
golden,300093,2019-07-29,up0,2,sz.300093
golden,300098,2019-07-29,down0,2,sz.300098
golden,300100,2019-07-30,down0,1,sz.300100
golden,300102,2019-07-25,down0,4,sz.300102
golden,300110,2019-07-30,down0,1,sz.300110
golden,300113,2019-07-29,down0,2,sz.300113
golden,300120,2019-07-25,down0,4,sz.300120
golden,300124,2019-07-17,up0,10,sz.300124
golden,300126,2019-07-26,down0,3,sz.300126
golden,300128,2019-07-24,down0,5,sz.300128
golden,300130,2019-07-25,down0,4,sz.300130
golden,300133,2019-07-26,down0,3,sz.300133
golden,300139,2019-07-29,down0,2,sz.300139
golden,300144,2019-07-29,up0,2,sz.300144
golden,300145,2019-07-30,down0,1,sz.300145
golden,300147,2019-07-29,down0,2,sz.300147
golden,300151,2019-07-24,up0,5,sz.300151
golden,300154,2019-07-30,down0,1,sz.300154
golden,300155,2019-07-25,down0,4,sz.300155
golden,300166,2019-07-25,down0,4,sz.300166
golden,300170,2019-07-25,down0,4,sz.300170
golden,300175,2019-07-30,down0,1,sz.300175
golden,300178,2019-07-30,down0,1,sz.300178
golden,300182,2019-07-30,down0,1,sz.300182
golden,300183,2019-07-30,down0,1,sz.300183
golden,300188,2019-07-25,down0,4,sz.300188
golden,300189,2019-07-29,down0,2,sz.300189
golden,300199,2019-07-30,down0,1,sz.300199
golden,300204,2019-07-23,down0,6,sz.300204
golden,300207,2019-07-24,down0,5,sz.300207
golden,300212,2019-07-24,up0,5,sz.300212
golden,300213,2019-07-23,down0,6,sz.300213
golden,300218,2019-07-24,up0,5,sz.300218
golden,300221,2019-07-30,down0,1,sz.300221
golden,300222,2019-07-23,down0,6,sz.300222
golden,300226,2019-07-26,up0,3,sz.300226
golden,300228,2019-07-26,down0,3,sz.300228
golden,300229,2019-07-25,down0,4,sz.300229
golden,300230,2019-07-29,down0,2,sz.300230
golden,300231,2019-07-24,down0,5,sz.300231
golden,300232,2019-07-29,down0,2,sz.300232
golden,300234,2019-07-30,down0,1,sz.300234
golden,300241,2019-07-10,down0,15,sz.300241
golden,300242,2019-07-30,down0,1,sz.300242
golden,300248,2019-07-26,down0,3,sz.300248
golden,300252,2019-07-26,down0,3,sz.300252
golden,300263,2019-07-30,down0,1,sz.300263
golden,300264,2019-07-25,down0,4,sz.300264
golden,300265,2019-07-25,down0,4,sz.300265
golden,300277,2019-07-26,down0,3,sz.300277
golden,300283,2019-07-30,down0,1,sz.300283
golden,300284,2019-07-29,up0,2,sz.300284
golden,300285,2019-07-26,up0,3,sz.300285
golden,300286,2019-07-29,down0,2,sz.300286
golden,300288,2019-07-30,down0,1,sz.300288
golden,300293,2019-07-29,down0,2,sz.300293
golden,300295,2019-07-26,down0,3,sz.300295
golden,300296,2019-07-30,down0,1,sz.300296
golden,300299,2019-07-30,down0,1,sz.300299
golden,300300,2019-07-25,down0,4,sz.300300
golden,300301,2019-07-30,down0,1,sz.300301
golden,300308,2019-07-23,up0,6,sz.300308
golden,300309,2019-07-30,down0,1,sz.300309
golden,300310,2019-07-30,down0,1,sz.300310
golden,300312,2019-07-25,down0,4,sz.300312
golden,300315,2019-07-25,down0,4,sz.300315
golden,300316,2019-07-26,down0,3,sz.300316
golden,300319,2019-07-29,down0,2,sz.300319
golden,300321,2019-07-30,down0,1,sz.300321
golden,300322,2019-07-26,up0,3,sz.300322
golden,300325,2019-07-24,down0,5,sz.300325
golden,300330,2019-07-30,down0,1,sz.300330
golden,300331,2019-07-26,down0,3,sz.300331
golden,300333,2019-07-30,down0,1,sz.300333
golden,300336,2019-07-26,down0,3,sz.300336
golden,300342,2019-07-25,down0,4,sz.300342
golden,300345,2019-07-26,down0,3,sz.300345
golden,300348,2019-07-29,down0,2,sz.300348
golden,300349,2019-07-29,down0,2,sz.300349
golden,300353,2019-07-17,down0,10,sz.300353
golden,300356,2019-07-26,down0,3,sz.300356
golden,300360,2019-07-23,down0,6,sz.300360
golden,300363,2019-07-30,up0,1,sz.300363
golden,300364,2019-07-30,down0,1,sz.300364
golden,300366,2019-07-29,down0,2,sz.300366
golden,300368,2019-07-30,down0,1,sz.300368
golden,300373,2019-07-24,down0,5,sz.300373
golden,300374,2019-07-25,down0,4,sz.300374
golden,300375,2019-07-30,down0,1,sz.300375
golden,300376,2019-07-26,down0,3,sz.300376
golden,300377,2019-07-26,down0,3,sz.300377
golden,300380,2019-07-25,down0,4,sz.300380
golden,300390,2019-07-30,down0,1,sz.300390
golden,300391,2019-07-30,down0,1,sz.300391
golden,300392,2019-07-23,down0,6,sz.300392
golden,300397,2019-07-30,down0,1,sz.300397
golden,300406,2019-07-26,up0,3,sz.300406
golden,300413,2019-07-30,down0,1,sz.300413
golden,300414,2019-07-29,up0,2,sz.300414
golden,300421,2019-07-24,down0,5,sz.300421
golden,300426,2019-07-29,down0,2,sz.300426
golden,300427,2019-07-24,down0,5,sz.300427
golden,300430,2019-06-27,down0,24,sz.300430
golden,300433,2019-07-24,down0,5,sz.300433
golden,300438,2019-07-25,down0,4,sz.300438
golden,300444,2019-07-29,down0,2,sz.300444
golden,300445,2019-07-29,up0,2,sz.300445
golden,300446,2019-07-30,up0,1,sz.300446
golden,300452,2019-07-30,down0,1,sz.300452
golden,300454,2019-07-29,up0,2,sz.300454
golden,300456,2019-07-30,down0,1,sz.300456
golden,300458,2019-07-30,up0,1,sz.300458
golden,300459,2019-07-12,down0,13,sz.300459
golden,300461,2019-07-29,down0,2,sz.300461
golden,300466,2019-07-30,down0,1,sz.300466
golden,300467,2019-07-25,down0,4,sz.300467
golden,300468,2019-07-24,down0,5,sz.300468
golden,300470,2019-07-26,up0,3,sz.300470
golden,300471,2019-07-30,down0,1,sz.300471
golden,300475,2019-07-29,up0,2,sz.300475
golden,300476,2019-07-19,down0,8,sz.300476
golden,300477,2019-07-26,down0,3,sz.300477
golden,300479,2019-07-30,down0,1,sz.300479
golden,300482,2019-07-26,down0,3,sz.300482
golden,300486,2019-07-25,up0,4,sz.300486
golden,300490,2019-07-24,down0,5,sz.300490
golden,300494,2019-07-30,down0,1,sz.300494
golden,300495,2019-07-24,down0,5,sz.300495
golden,300499,2019-07-26,up0,3,sz.300499
golden,300500,2019-07-30,down0,1,sz.300500
golden,300503,2019-07-29,down0,2,sz.300503
golden,300504,2019-07-30,down0,1,sz.300504
golden,300508,2019-07-24,down0,5,sz.300508
golden,300509,2019-07-22,down0,7,sz.300509
golden,300510,2019-07-23,down0,6,sz.300510
golden,300514,2019-07-26,down0,3,sz.300514
golden,300515,2019-07-29,down0,2,sz.300515
golden,300517,2019-07-30,down0,1,sz.300517
golden,300520,2019-07-17,down0,10,sz.300520
golden,300521,2019-07-30,up0,1,sz.300521
golden,300523,2019-07-25,down0,4,sz.300523
golden,300528,2019-07-26,down0,3,sz.300528
golden,300533,2019-07-30,up0,1,sz.300533
golden,300537,2019-06-11,down0,36,sz.300537
golden,300546,2019-07-29,down0,2,sz.300546
golden,300548,2019-07-29,down0,2,sz.300548
golden,300555,2019-07-25,down0,4,sz.300555
golden,300556,2019-07-29,down0,2,sz.300556
golden,300557,2019-07-26,up0,3,sz.300557
golden,300563,2019-07-26,down0,3,sz.300563
golden,300566,2019-07-30,up0,1,sz.300566
golden,300569,2019-07-25,down0,4,sz.300569
golden,300570,2019-07-11,up0,14,sz.300570
golden,300571,2019-07-26,down0,3,sz.300571
golden,300575,2019-07-25,down0,4,sz.300575
golden,300579,2019-07-30,up0,1,sz.300579
golden,300583,2019-07-30,up0,1,sz.300583
golden,300585,2019-05-27,up0,46,sz.300585
golden,300588,2019-07-26,down0,3,sz.300588
golden,300590,2019-07-29,down0,2,sz.300590
golden,300592,2019-07-29,down0,2,sz.300592
golden,300593,2019-07-29,down0,2,sz.300593
golden,300595,2019-07-25,down0,4,sz.300595
golden,300601,2019-07-30,up0,1,sz.300601
golden,300602,2019-07-15,up0,12,sz.300602
golden,300603,2019-07-30,down0,1,sz.300603
golden,300607,2019-07-26,up0,3,sz.300607
golden,300620,2019-07-29,down0,2,sz.300620
golden,300621,2019-07-29,down0,2,sz.300621
golden,300622,2019-06-12,down0,35,sz.300622
golden,300623,2019-07-26,down0,3,sz.300623
golden,300624,2019-07-17,down0,10,sz.300624
golden,300625,2019-07-29,down0,2,sz.300625
golden,300627,2019-07-26,down0,3,sz.300627
golden,300628,2019-07-30,up0,1,sz.300628
golden,300634,2019-07-26,down0,3,sz.300634
golden,300635,2019-07-16,down0,11,sz.300635
golden,300640,2019-07-24,down0,5,sz.300640
golden,300642,2019-07-30,down0,1,sz.300642
golden,300643,2019-07-29,up0,2,sz.300643
golden,300645,2019-07-26,down0,3,sz.300645
golden,300647,2019-07-29,down0,2,sz.300647
golden,300650,2019-07-24,up0,5,sz.300650
golden,300653,2019-07-30,up0,1,sz.300653
golden,300657,2019-07-30,up0,1,sz.300657
golden,300658,2019-07-29,up0,2,sz.300658
golden,300660,2019-07-25,up0,4,sz.300660
golden,300667,2019-07-25,up0,4,sz.300667
golden,300668,2019-07-30,down0,1,sz.300668
golden,300673,2019-07-29,down0,2,sz.300673
golden,300675,2019-07-25,down0,4,sz.300675
golden,300676,2019-07-30,up0,1,sz.300676
golden,300678,2019-07-26,down0,3,sz.300678
golden,300680,2019-07-29,up0,2,sz.300680
golden,300681,2019-07-30,down0,1,sz.300681
golden,300684,2019-07-29,down0,2,sz.300684
golden,300686,2019-07-26,up0,3,sz.300686
golden,300691,2019-07-03,up0,20,sz.300691
golden,300698,2019-07-29,down0,2,sz.300698
golden,300700,2019-06-21,down0,28,sz.300700
golden,300705,2019-07-30,down0,1,sz.300705
golden,300710,2019-07-25,down0,4,sz.300710
golden,300711,2019-07-29,down0,2,sz.300711
golden,300713,2019-07-29,down0,2,sz.300713
golden,300715,2019-07-30,down0,1,sz.300715
golden,300719,2019-07-24,down0,5,sz.300719
golden,300720,2019-07-29,down0,2,sz.300720
golden,300724,2019-07-24,up0,5,sz.300724
golden,300725,2019-07-30,down0,1,sz.300725
golden,300730,2019-07-26,down0,3,sz.300730
golden,300731,2019-07-30,down0,1,sz.300731
golden,300735,2019-07-23,up0,6,sz.300735
golden,300736,2019-07-30,down0,1,sz.300736
golden,300739,2019-07-30,down0,1,sz.300739
golden,300742,2019-07-30,down0,1,sz.300742
golden,300747,2019-07-29,down0,2,sz.300747
golden,300751,2019-07-30,down0,1,sz.300751
golden,300752,2019-07-29,down0,2,sz.300752
golden,300761,2019-07-18,down0,9,sz.300761
golden,300762,2019-07-26,down0,3,sz.300762
golden,300770,2019-07-26,down0,3,sz.300770
golden,300771,2019-06-19,down0,30,sz.300771
golden,300775,2019-07-30,up0,1,sz.300775
golden,600000,2019-07-25,up0,4,sh.600000
golden,600004,2019-07-29,up0,2,sh.600004
golden,600009,2019-07-26,up0,3,sh.600009
golden,600011,2019-07-16,down0,11,sh.600011
golden,600015,2019-07-26,up0,3,sh.600015
golden,600016,2019-07-29,up0,2,sh.600016
golden,600019,2019-07-30,down0,1,sh.600019
golden,600023,2019-07-25,down0,4,sh.600023
golden,600027,2019-07-19,down0,8,sh.600027
golden,600037,2019-07-30,down0,1,sh.600037
golden,600050,2019-07-30,down0,1,sh.600050
golden,600053,2019-07-30,down0,1,sh.600053
golden,600058,2019-07-30,down0,1,sh.600058
golden,600064,2019-07-30,down0,1,sh.600064
